Variable environnement,Catégorie,Statut 0286,Type attendu,Défaut implicite,Effet / rôle,Remarques,Sources repérées
MPCD_CUDA_SRC_COLLISION_THREADS_PER_BLOCK,CUDA collision SRC,réglage performance/interne,entier,256 le plus souvent,Nombre de threads CUDA par bloc pour le noyau associé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_src_collision_active_0211.sh; scripts/run_cuda_src_collision_shadow_0210.sh; src/src_collision.cpp
MPCD_CUDA_CELL_MOMENTS_ALL_FLUID_FASTPATH,CUDA moments/workspace cellule,réglage performance/interne,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Variable interne de contrôle du backend CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_boundary_cell_moments_0250.sh; scripts/run_cuda_cell_moments_fastpath_0202.sh; scripts/run_cuda_persistent_cell_state_0251.sh; scripts/run_cuda_persistent_src_collision_0252.sh; scripts/run_cuda_persistent_src_collision_min_download_0257.sh; scripts/run_cuda_persistent_src_collision_piston_0255.sh; ...
MPCD_CUDA_CELL_MOMENTS_THREADS_PER_BLOCK,CUDA moments/workspace cellule,réglage performance/interne,entier,256 le plus souvent,Nombre de threads CUDA par bloc pour le noyau associé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_boundary_cell_moments_0250.sh; scripts/run_cuda_persistent_cell_state_0251.sh; scripts/run_cuda_persistent_src_collision_0252.sh; scripts/run_cuda_persistent_src_collision_min_download_0257.sh; scripts/run_cuda_persistent_src_collision_piston_0255.sh; scripts/run_cuda_persistent_src_collision_solid_0254.sh; ...
MPCD_CUDA_CELL_MOMENTS_UNIFORM_MASS_FASTPATH,CUDA moments/workspace cellule,réglage performance/interne,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Variable interne de contrôle du backend CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_boundary_cell_moments_0250.sh; scripts/run_cuda_cell_moments_fastpath_0202.sh; scripts/run_cuda_persistent_cell_state_0251.sh; scripts/run_cuda_persistent_src_collision_0252.sh; scripts/run_cuda_persistent_src_collision_min_download_0257.sh; scripts/run_cuda_persistent_src_collision_piston_0255.sh; ...
MPCD_CUDA_IMMERSED_RECTANGLE_0247_DOWNLOAD_ALL,CUDA solide immergé — rectangle,réglage performance/interne,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Active/paramètre le support CUDA rectangle/step.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0262.md; scripts/run_cuda_classic_src_io_fullface_resident_0263.sh; scripts/run_cuda_classic_src_io_segmented_resident_0264.sh; scripts/run_cuda_classic_src_solid_resident_0262.sh; scripts/run_cuda_persistent_src_thermostat_circle_0284.sh; scripts/run_cuda_persistent_src_thermostat_circle_io_0285.sh; ...
MPCD_CUDA_IMMERSED_RECTANGLE_0247_THREADS,CUDA solide immergé — rectangle,réglage performance/interne,entier,256 le plus souvent,Active/paramètre le support CUDA rectangle/step.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0247A.md; scripts/run_cuda_boundary_cell_moments_0250.sh; scripts/run_cuda_boundary_stack_0248.sh; scripts/run_cuda_classic_src_io_fullface_resident_0263.sh; scripts/run_cuda_classic_src_io_segmented_resident_0264.sh; scripts/run_cuda_classic_src_mode_0259.sh; ...
MPCD_CUDA_THERMOSTAT_THREADS_PER_BLOCK,CUDA thermostat,réglage performance/interne,entier,256 le plus souvent,Nombre de threads CUDA par bloc pour le noyau associé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_cell_thermostat_active_0207.sh; scripts/run_cuda_cell_thermostat_shadow_0206.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_tg_full_gpu_stack_0208.sh; src/thermostat.cpp
MPCD_CUDA_Q6_TIMING,CUDA Q6 — prototype/chantiers futurs,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_cell_workspace_q6_0226.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; ...
MPCD_Q6_PROFILE,CUDA Q6 — prototype/chantiers futurs,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/q6_projection_adapter.cpp
MPCD_CUDA_RESIDENT_PROFILE_0268,CUDA SRC classic — inlet/outlet full-face,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_resident_perf_0268.sh
MPCD_CUDA_RESIDENT_PROFILE_0269A,CUDA SRC classic — inlet/outlet segmenté,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_resident_perf_0269a.sh
MPCD_CUDA_RESIDENT_PROFILE_0266,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0266_RESIDENT_PERFORMANCE_INSTRUMENTATION.md; scripts/run_cuda_classic_src_resident_perf_0266.sh; scripts/run_cuda_classic_src_resident_perf_0267.sh; scripts/run_cuda_classic_src_resident_perf_0268.sh; scripts/run_cuda_classic_src_resident_perf_0269a.sh; scripts/run_cuda_classic_src_resident_perf_0270.sh; ...
MPCD_CUDA_RESIDENT_PROFILE_0267,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_resident_perf_0267.sh
MPCD_CUDA_RESIDENT_PROFILE_0270,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_resident_perf_0270.sh
MPCD_CUDA_RESIDENT_PROFILE_0271,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_resident_perf_0271.sh; scripts/run_cuda_classic_src_resident_perf_0272.sh; scripts/run_cuda_classic_src_resident_perf_0273.sh; scripts/run_cuda_classic_src_resident_perf_0274.sh
MPCD_CUDA_RESIDENT_PROFILE_0272,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_resident_perf_0272.sh
MPCD_CUDA_RESIDENT_PROFILE_0273,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_resident_perf_0273.sh
MPCD_CUDA_RESIDENT_PROFILE_0274,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_resident_perf_0274.sh
MPCD_DEPOSIT_PROFILE,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/weighted_resampling.cpp
MPCD_ELLIPTIC_PROFILE,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/elliptic_projection.cpp
MPCD_INTERNAL_PROFILES,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0266_RESIDENT_PERFORMANCE_INSTRUMENTATION.md; scripts/audit_openmp_light_final_0182.py; scripts/run_cuda_classic_src_resident_perf_0266.sh; scripts/run_cuda_classic_src_resident_perf_0267.sh; scripts/run_cuda_classic_src_resident_perf_0268.sh; scripts/run_cuda_classic_src_resident_perf_0269a.sh; ...
MPCD_MASS_GUARD_PROFILE,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/weighted_resampling.cpp
MPCD_POP_GUARD_PROFILE,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/weighted_resampling.cpp
MPCD_PROFILE_PHASE,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/src_mpcd_base.cpp
MPCD_CUDA_Q6_DEBUG_SYNC,CUDA Q6 — prototype/chantiers futurs,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; scripts/run_cuda_q6_tg_mean_removal_shortcut_0195.sh; scripts/run_cuda_q6_tg_reduction_0193.sh; scripts/run_cuda_q6_tg_reduction_modes_0194.sh; ...
MPCD_CUDA_Q6_LEGACY_HOST_SCALAR_CG,CUDA Q6 — prototype/chantiers futurs,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_cell_workspace_q6_0226.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; ...
MPCD_CUDA_Q6_LEGACY_MEAN_REMOVAL_RESIDUAL_NORM,CUDA Q6 — prototype/chantiers futurs,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_cell_workspace_q6_0226.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; ...
MPCD_CUDA_PERSISTENT_SRC_COLLISION_ACTIVE_STRICT,CUDA collision SRC,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_io_fullface_resident_0263.sh; scripts/run_cuda_classic_src_io_segmented_resident_0264.sh; scripts/run_cuda_classic_src_mode_0259.sh; scripts/run_cuda_classic_src_periodic_resident_0260.sh; scripts/run_cuda_classic_src_solid_resident_0262.sh; scripts/run_cuda_classic_src_wall_resident_0261.sh; ...
MPCD_CUDA_PERSISTENT_SRC_COLLISION_SHARED_0251_STRICT,CUDA collision SRC,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0252.md; scripts/run_cuda_classic_src_io_fullface_resident_0263.sh; scripts/run_cuda_classic_src_io_segmented_resident_0264.sh; scripts/run_cuda_classic_src_mode_0259.sh; scripts/run_cuda_classic_src_solid_resident_0262.sh; scripts/run_cuda_classic_src_wall_resident_0261.sh; ...
MPCD_CUDA_PERSISTENT_SRC_COLLISION_STRICT,CUDA collision SRC,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_io_fullface_resident_0263.sh; scripts/run_cuda_classic_src_io_segmented_resident_0264.sh; scripts/run_cuda_classic_src_mode_0259.sh; scripts/run_cuda_classic_src_periodic_resident_0260.sh; scripts/run_cuda_classic_src_solid_resident_0262.sh; scripts/run_cuda_classic_src_wall_resident_0261.sh; ...
MPCD_CUDA_SRC_COLLISION_ACTIVE_STRICT,CUDA collision SRC,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/src_collision.cpp
MPCD_CUDA_SRC_COLLISION_SHADOW,CUDA collision SRC,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_src_collision_shadow_0210.sh; src/src_collision.cpp
MPCD_CUDA_SRC_COLLISION_SHADOW_EVERY,CUDA collision SRC,debug/comparaison,entier,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/src_collision.cpp
MPCD_CUDA_SRC_COLLISION_SHADOW_STRICT,CUDA collision SRC,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/src_collision.cpp
MPCD_CUDA_SRC_COLLISION_SHADOW_TOL,CUDA collision SRC,debug/comparaison,double,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_src_collision_shadow_0210.sh; src/src_collision.cpp
MPCD_CUDA_CELL_MOMENTS_SHADOW,CUDA moments/workspace cellule,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_boundary_cell_moments_0250.sh; scripts/run_cuda_cell_moments_active_0201.sh; scripts/run_cuda_cell_moments_fastpath_0202.sh; scripts/run_cuda_cell_moments_shadow_0200.sh; scripts/run_cuda_cell_thermostat_active_0207.sh; scripts/run_cuda_cell_thermostat_shadow_0206.sh; ...
MPCD_CUDA_CELL_MOMENTS_SHADOW_EVERY,CUDA moments/workspace cellule,debug/comparaison,entier,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_cell_moments_shadow_0200.sh; src/src_collision.cpp
MPCD_CUDA_CELL_MOMENTS_SHADOW_STRICT,CUDA moments/workspace cellule,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_cell_moments_shadow_0200.sh; src/src_collision.cpp
MPCD_CUDA_CELL_MOMENTS_SHADOW_TOL,CUDA moments/workspace cellule,debug/comparaison,double,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_cell_moments_shadow_0200.sh; src/src_collision.cpp
MPCD_CUDA_PERSISTENT_CELL_WORKSPACE_STRICT,CUDA moments/workspace cellule,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/src_collision.cpp
MPCD_CUDA_RESAMPLING_EXTRACTION_STRICT,CUDA resampling — prototype/préservé,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_noq6_persistent_resampling_0238.sh; scripts/run_cuda_resampling_extraction_insertion_active_0237.sh; src/weighted_resampling.cpp
MPCD_CUDA_RESAMPLING_INSERTION_STRICT,CUDA resampling — prototype/préservé,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_noq6_persistent_resampling_0238.sh; scripts/run_cuda_resampling_extraction_insertion_active_0237.sh; scripts/run_cuda_resampling_insertion_active_0236.sh; src/weighted_resampling.cpp
MPCD_CUDA_RESAMPLING_PERSISTENT_ACTIVE_PATH_0241_STRICT,CUDA resampling — prototype/préservé,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0241.md; scripts/run_cuda_boundary_cell_moments_0250.sh; scripts/run_cuda_boundary_stack_0248.sh; scripts/run_cuda_classic_src_mode_0259.sh; scripts/run_cuda_immersed_rectangle_0247a.sh; scripts/run_cuda_inlet_outlet_fullface_0249a.sh; ...
MPCD_CUDA_RESAMPLING_PERSISTENT_ACTIVE_PATH_0242_HOST_SHADOW_AUTHORITATIVE,CUDA resampling — prototype/préservé,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0242.md; doc/GPU_PATCH_0243.md; doc/GPU_PATCH_0244.md; scripts/run_cuda_boundary_cell_moments_0250.sh; scripts/run_cuda_boundary_stack_0248.sh; scripts/run_cuda_classic_src_mode_0259.sh; ...
MPCD_CUDA_RESAMPLING_PERSISTENT_ACTIVE_PATH_0243_STRICT_ROLES_ONLY,CUDA resampling — prototype/préservé,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/cuda_resampling_persistent_active_path_0240.cpp
MPCD_CUDA_RESAMPLING_SHADOW,CUDA resampling — prototype/préservé,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_resampling_shadow_0229.sh; scripts/run_cuda_resampling_shadow_0230.sh; scripts/run_cuda_resampling_shadow_0231.sh; scripts/run_cuda_resampling_transfer_shadow_0234.sh; scripts/run_cuda_resampling_transfer_shadow_0235.sh; src/weighted_resampling.cpp
MPCD_CUDA_RESAMPLING_SHADOW_COMPARE_PLAN,CUDA resampling — prototype/préservé,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_resampling_shadow_0231.sh; scripts/run_cuda_resampling_transfer_shadow_0234.sh; scripts/run_cuda_resampling_transfer_shadow_0235.sh; src/weighted_resampling.cpp
MPCD_CUDA_RESAMPLING_SHADOW_CSV,CUDA resampling — prototype/préservé,debug/comparaison,string,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_resampling_shadow_0229.sh; scripts/run_cuda_resampling_shadow_0230.sh; scripts/run_cuda_resampling_shadow_0231.sh; scripts/run_cuda_resampling_transfer_shadow_0234.sh; scripts/run_cuda_resampling_transfer_shadow_0235.sh; src/weighted_resampling.cpp
MPCD_CUDA_RESAMPLING_SHADOW_STRICT,CUDA resampling — prototype/préservé,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_resampling_shadow_0229.sh; scripts/run_cuda_resampling_shadow_0230.sh; scripts/run_cuda_resampling_shadow_0231.sh; scripts/run_cuda_resampling_transfer_shadow_0234.sh; scripts/run_cuda_resampling_transfer_shadow_0235.sh; src/weighted_resampling.cpp
MPCD_CUDA_RESAMPLING_TRANSFER_SHADOW,CUDA resampling — prototype/préservé,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_resampling_transfer_shadow_0234.sh; scripts/run_cuda_resampling_transfer_shadow_0235.sh; src/weighted_resampling.cpp
MPCD_CUDA_RESAMPLING_TRANSFER_SHADOW_CSV,CUDA resampling — prototype/préservé,debug/comparaison,string,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_resampling_transfer_shadow_0234.sh; scripts/run_cuda_resampling_transfer_shadow_0235.sh; src/weighted_resampling.cpp
MPCD_CUDA_RESAMPLING_TRANSFER_SHADOW_MAX_TRANSFERS,CUDA resampling — prototype/préservé,debug/comparaison,entier,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_resampling_transfer_shadow_0234.sh; scripts/run_cuda_resampling_transfer_shadow_0235.sh; src/weighted_resampling.cpp
MPCD_CUDA_RESAMPLING_TRANSFER_SHADOW_STRICT,CUDA resampling — prototype/préservé,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_resampling_transfer_shadow_0234.sh; scripts/run_cuda_resampling_transfer_shadow_0235.sh; src/weighted_resampling.cpp
MPCD_CUDA_RESAMPLING_TRANSFER_SHADOW_UNIQUE_RECEIVER,CUDA resampling — prototype/préservé,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA de resampling; ne fait pas partie du SRC classic full CUDA 0286.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_resampling_transfer_shadow_0235.sh; src/weighted_resampling.cpp
MPCD_CUDA_PERSISTENT_SRC_THERMOSTAT_CONSUME_STRICT,CUDA thermostat,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_mode_0259.sh; scripts/run_cuda_classic_src_periodic_resident_0260.sh; scripts/run_cuda_persistent_src_thermostat_circle_0284.sh; scripts/run_cuda_persistent_src_thermostat_circle_io_0285.sh; scripts/run_cuda_persistent_src_thermostat_io_fullface_0279.sh; scripts/run_cuda_persistent_src_thermostat_io_fullface_0279b.sh; ...
MPCD_CUDA_PERSISTENT_SRC_THERMOSTAT_STRICT,CUDA thermostat,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_mode_0259.sh; scripts/run_cuda_classic_src_periodic_resident_0260.sh; scripts/run_cuda_persistent_src_thermostat_circle_0284.sh; scripts/run_cuda_persistent_src_thermostat_circle_io_0285.sh; scripts/run_cuda_persistent_src_thermostat_io_fullface_0279.sh; scripts/run_cuda_persistent_src_thermostat_io_fullface_0279b.sh; ...
MPCD_CUDA_THERMOSTAT_PERSISTENT_0258_STRICT,CUDA thermostat,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_mode_0259.sh; scripts/run_cuda_persistent_src_collision_thermostat_0258.sh; scripts/run_cuda_persistent_src_thermostat_piston_0278.sh; src/thermostat.cpp
